,ReserveStatus,Male,Price,CouponDiscount,Domestic,TripReason,Vehicle,Cancel,From_encoded,to_encoded,Days_Difference,Family_Members,Ticket_Count
13433,2,0,7200000.0,0.0,1,0,3,0,70,189,6,1,1
13434,5,1,1110000.0,8940.0,1,1,0,1,70,253,7,1,1
13435,5,0,1052000.0,0.0,1,0,2,0,70,0,14,1,1
13436,5,1,9000000.0,0.0,1,0,2,0,70,189,3,2,4
13437,3,1,2550000.0,0.0,1,0,0,0,190,240,9,1,1
13438,3,1,1170000.0,0.0,1,0,0,0,234,70,0,1,1
13439,3,0,1220000.0,0.0,1,1,0,0,27,70,3,1,1
13440,2,1,3597000.0,0.0,1,0,3,0,145,70,8,1,1
13441,3,0,3550000.0,0.0,1,0,0,0,145,190,8,1,1
13442,3,0,935000.0,0.0,1,1,0,0,27,70,8,1,1
13443,5,1,1200000.0,0.0,1,0,0,1,192,70,0,1,1
13444,3,1,2150000.0,0.0,1,1,0,0,70,20,3,1,1
13445,4,0,635000.0,0.0,1,1,3,1,70,117,12,1,1
13446,2,1,899500.0,0.0,1,0,3,0,70,119,0,1,2
13447,3,0,1600000.0,0.0,1,1,0,0,110,253,10,1,2
13448,2,1,709000.0,0.0,1,0,3,0,189,70,12,2,7
13449,2,1,426500.0,0.0,1,1,3,0,70,127,4,1,1
13450,2,0,745500.0,0.0,1,0,3,0,133,70,10,1,1
13451,3,1,690000.0,0.0,1,1,0,0,70,14,3,1,1
13452,3,0,500000.0,0.0,1,1,0,0,117,65,1,1,1
13453,3,1,900000.0,0.0,1,1,0,0,70,127,4,1,1
13454,5,1,8833000.0,0.0,1,1,2,0,65,70,2,1,1
13455,3,0,1930000.0,0.0,1,1,0,0,240,263,1,1,1
13456,5,1,2520000.0,0.0,1,1,0,1,145,70,0,1,1
13457,3,1,680000.0,0.0,1,1,0,0,180,65,0,1,1
13458,4,0,426500.0,0.0,1,1,3,1,70,127,4,1,1
13459,3,0,1700000.0,0.0,1,1,0,0,50,70,7,1,1
13460,3,0,1200000.0,0.0,1,0,0,0,6,70,0,1,1
13461,3,1,1560000.0,0.0,1,1,0,0,82,70,1,1,1
13462,3,0,1390000.0,0.0,1,1,0,0,70,263,2,1,1
13463,2,1,1536500.0,0.0,1,1,3,0,241,70,3,1,1
13464,3,0,1220000.0,0.0,1,1,0,0,70,27,0,1,1
13465,2,0,70000.0,0.0,1,0,3,0,169,70,2,1,2
13466,3,1,2480000.0,0.0,1,0,0,0,70,190,0,1,1
13467,2,0,1553000.0,36390.0,1,0,3,0,189,70,1,2,2
13468,3,0,980000.0,0.0,1,1,0,0,27,263,0,1,1
13469,2,1,6000000.0,0.0,1,0,3,0,189,70,10,2,2
13470,2,1,4506000.0,0.0,1,0,3,0,189,33,37,2,3
13471,2,0,2420000.0,0.0,1,0,3,0,145,70,8,1,1
13472,5,0,8287000.0,0.0,1,0,2,0,33,70,1,1,1
13473,2,1,1553000.0,0.0,1,0,3,0,189,70,3,2,2
13474,2,0,1725000.0,0.0,1,0,3,0,216,70,7,1,2
13475,2,1,1553000.0,0.0,1,0,3,0,70,189,1,2,2
13476,3,1,1220000.0,0.0,1,1,0,0,70,27,1,1,1
13477,5,0,9908000.0,0.0,1,1,2,1,0,70,0,1,1
13478,3,0,1170000.0,0.0,1,1,0,0,234,70,2,1,1
13479,3,1,440000.0,0.0,1,1,0,0,76,145,0,1,1
13480,4,0,4803500.0,0.0,1,0,3,1,189,33,13,1,1
13481,5,1,13979000.0,0.0,1,0,2,0,249,189,20,1,1
13482,3,1,1000000.0,0.0,1,1,0,0,263,27,0,1,1
13483,3,1,4160000.0,0.0,1,0,0,0,233,190,1,1,1
13484,2,1,1553000.0,0.0,1,1,3,0,189,70,8,1,1
13485,5,0,10167000.0,0.0,1,0,2,0,27,189,4,1,1
13486,3,1,3200000.0,0.0,1,0,0,0,27,190,2,1,2
13487,5,0,12278000.0,0.0,1,1,2,0,56,70,0,1,1
13488,5,1,9289000.0,0.0,1,1,2,0,145,70,9,1,1
13489,5,1,1230000.0,0.0,1,1,0,1,82,27,0,1,1
13490,5,1,13037000.0,0.0,1,0,2,0,166,70,16,2,2
13491,3,1,1850000.0,0.0,1,1,0,0,263,70,0,1,1
13492,5,0,1955000.0,58650.0,1,1,0,1,33,27,4,1,1
13493,4,0,1174000.0,0.0,1,0,3,1,70,242,23,1,1
13494,3,1,2150000.0,64500.0,1,1,0,0,70,20,1,1,1
13495,4,1,2603000.0,0.0,1,1,3,1,263,70,13,1,1
13496,4,0,3407500.0,0.0,1,0,3,1,189,70,18,1,1
13497,3,0,940000.0,0.0,1,1,0,0,70,27,2,1,1
13498,4,1,1319000.0,0.0,1,1,3,1,263,70,8,1,1
13499,5,1,9285000.0,0.0,1,1,2,0,70,63,2,2,2
13500,2,0,2150000.0,0.0,1,0,3,0,240,189,18,1,2
13501,4,0,376500.0,0.0,1,0,3,1,119,70,8,1,1
13502,2,1,3709500.0,0.0,1,0,3,0,189,241,22,1,1
13503,2,0,317000.0,0.0,1,1,3,0,70,127,1,1,1
13504,2,0,1623000.0,0.0,1,0,3,0,70,189,6,1,1
13505,5,1,8904000.0,0.0,1,1,2,0,70,53,3,1,1
13506,2,0,2858500.0,0.0,1,0,3,0,27,189,5,1,3
13507,2,0,70000.0,0.0,1,0,3,0,169,70,11,2,5
13508,4,0,1096000.0,0.0,1,0,3,1,189,70,21,1,2
13509,3,1,1220000.0,0.0,1,1,0,0,55,70,0,1,1
13510,2,0,9400000.0,0.0,1,1,3,0,110,189,3,1,1
13511,3,1,3200000.0,0.0,1,0,0,0,190,27,1,1,1
13512,3,1,2300000.0,0.0,1,0,0,0,190,169,1,1,1
13513,2,0,70000.0,0.0,1,1,3,0,169,70,6,1,1
13514,5,1,9289000.0,0.0,1,0,2,0,70,145,44,2,3
13515,3,1,1680000.0,0.0,1,1,0,0,65,70,8,1,1
13516,3,1,1600000.0,0.0,1,1,0,0,70,97,0,1,2
13517,3,1,2510000.0,0.0,1,1,0,0,145,70,0,1,1
13518,3,1,1720000.0,0.0,1,1,0,0,27,35,0,1,1
13519,3,1,1220000.0,0.0,1,1,0,0,27,70,2,1,1
13520,4,0,745500.0,0.0,1,1,3,1,133,70,4,1,1
13521,2,0,380500.0,0.0,1,1,3,0,70,127,1,1,1
13522,4,1,3742000.0,86190.0,1,1,3,1,189,220,6,1,1
13523,5,0,9823000.0,0.0,1,1,2,0,154,70,3,1,1
13524,2,1,4506000.0,0.0,1,0,3,0,33,189,48,1,2
13525,5,1,2450000.0,0.0,1,0,0,1,190,70,3,1,1
13526,5,1,9289000.0,0.0,1,1,2,0,70,145,0,1,1
13527,2,1,3518000.0,0.0,1,0,3,0,145,70,32,1,2
13528,5,1,1040000.0,0.0,1,1,0,1,110,257,1,1,1
13529,2,0,1319000.0,0.0,1,0,3,0,70,263,3,1,1
13530,4,0,2509000.0,0.0,1,1,3,1,65,189,4,1,1
13531,5,1,1960000.0,0.0,1,1,0,1,70,40,1,1,1
13532,3,0,1220000.0,0.0,1,1,0,0,70,27,0,1,1
13533,3,1,1080000.0,0.0,1,1,0,0,240,110,0,1,1
13534,5,1,900000.0,0.0,1,1,0,1,153,145,3,1,1
13535,5,0,9357000.0,13920.0,1,1,2,0,70,33,6,1,1
13536,2,1,2537500.0,0.0,1,0,3,0,33,70,3,1,1
13537,2,1,1920000.0,0.0,1,0,3,0,145,70,0,1,1
13538,5,1,10138000.0,0.0,1,0,2,0,56,27,5,1,1
13539,5,0,780000.0,0.0,1,1,0,1,0,82,0,1,1
13540,5,1,13151000.0,0.0,1,1,2,0,70,56,2,1,1
13541,5,1,2450000.0,0.0,1,1,0,1,190,70,2,1,1
13542,2,0,857500.0,0.0,1,1,3,0,70,133,12,1,1
13543,2,1,2943500.0,0.0,1,0,3,0,189,70,30,1,2
13544,3,0,2010000.0,0.0,1,0,0,0,27,55,1,1,2
13545,2,0,10023500.0,0.0,1,0,3,0,70,56,8,1,1
13546,3,1,1910000.0,0.0,1,0,0,0,70,145,0,1,2
13547,3,1,690000.0,0.0,1,1,0,0,14,70,0,1,1
13548,3,0,318500.0,0.0,1,0,0,0,263,205,0,1,1
13549,2,0,6430000.0,0.0,1,0,3,0,70,189,18,1,1
13550,2,0,2272000.0,0.0,1,0,3,0,56,70,21,1,2
13551,2,1,2113000.0,0.0,1,0,3,0,70,31,11,1,1
13552,2,1,820500.0,0.0,1,0,3,0,70,184,2,1,1
13553,3,1,1860000.0,0.0,1,0,0,0,27,257,7,1,1
13554,2,0,2043000.0,0.0,1,0,3,0,70,189,0,1,3
13555,5,1,520000.0,0.0,1,1,0,1,70,127,9,1,1
13556,3,1,935000.0,0.0,1,1,0,0,27,70,1,1,2
13557,5,1,6000000.0,0.0,1,1,2,0,56,70,0,1,1
13558,2,1,8747000.0,0.0,1,0,3,0,240,189,10,1,1
13559,3,1,2480000.0,0.0,1,0,0,0,70,190,2,1,1
13560,5,1,38025000.0,0.0,0,0,1,0,70,206,0,2,2
13561,4,1,1834000.0,13665.0,1,1,3,1,65,70,8,1,2
13562,5,1,7825000.0,0.0,1,1,2,1,70,263,11,1,1
13563,3,1,1100000.0,0.0,1,1,0,0,165,27,1,1,1
13564,3,1,2850000.0,0.0,1,1,0,0,76,70,2,1,1
13565,3,1,1220000.0,0.0,1,1,0,0,27,70,0,1,1
13566,3,1,2520000.0,0.0,1,1,0,0,70,132,1,1,1
13567,3,0,1560000.0,0.0,1,0,0,0,190,161,11,1,1
13568,3,1,990000.0,0.0,1,1,0,0,70,107,2,1,1
13569,2,0,70000.0,0.0,1,0,3,0,70,169,8,1,1
13570,3,1,1460000.0,0.0,1,0,0,0,253,70,2,1,1
13571,3,1,1460000.0,0.0,1,1,0,0,70,253,1,1,1
13572,2,1,1769500.0,0.0,1,0,3,0,189,220,37,2,5
13573,3,0,1300000.0,0.0,1,1,0,0,69,70,9,1,1
13574,5,1,10191000.0,0.0,1,0,2,0,70,189,3,1,1
13575,5,0,10690000.0,0.0,1,1,2,0,70,27,5,1,1
13576,3,1,1320000.0,0.0,1,1,0,0,145,263,0,1,1
13577,3,1,860000.0,0.0,1,0,0,0,119,70,0,1,1
13578,3,1,430000.0,0.0,1,0,0,0,70,94,0,1,1
13579,5,1,3405000.0,0.0,1,1,0,1,33,65,7,1,1
13580,3,1,1860000.0,0.0,1,1,0,0,27,132,0,1,1
13581,3,1,2640000.0,0.0,1,0,0,0,190,263,11,1,2
13582,2,0,6700000.0,0.0,1,0,3,0,189,70,17,1,3
13583,4,0,2810500.0,0.0,1,0,3,1,189,70,5,1,2
13584,5,1,1300000.0,0.0,1,1,0,1,153,145,6,1,1
13585,5,1,2480000.0,0.0,1,0,0,1,70,190,0,1,1
13586,3,1,1930000.0,0.0,1,0,0,0,240,263,4,1,1
13587,5,0,8833000.0,175000.0,1,1,2,0,65,70,2,1,1
13588,3,1,3850000.0,0.0,1,1,0,0,220,153,4,1,1
13589,3,1,2830000.0,0.0,1,1,0,0,190,169,5,1,1
13590,2,0,2669000.0,0.0,1,0,3,0,70,189,9,2,3
13591,2,1,40000.0,0.0,1,1,3,0,73,65,0,2,2
13592,3,0,1950000.0,0.0,1,0,0,0,190,119,6,1,4
13593,4,1,2043000.0,0.0,1,0,3,1,70,189,3,1,2
13594,3,1,3320000.0,0.0,1,1,0,0,33,56,0,1,1
13595,2,0,70000.0,0.0,1,0,3,0,70,169,15,2,3
13596,3,1,800000.0,0.0,1,1,0,0,58,145,0,1,1
13597,3,1,1540000.0,0.0,1,1,0,0,241,145,0,1,1
13598,5,1,890000.0,0.0,1,1,0,1,134,70,5,1,1
13599,3,1,590000.0,0.0,1,1,0,0,27,87,5,1,1
13600,3,1,1220000.0,0.0,1,1,0,0,70,27,0,1,1
13601,3,1,2520000.0,0.0,1,0,0,0,70,33,0,1,1
13602,4,1,1066500.0,0.0,1,0,3,1,104,33,19,1,1
13603,2,1,2798500.0,0.0,1,0,3,0,70,110,12,1,1
13604,2,1,70000.0,0.0,1,0,3,0,169,70,11,2,5
13605,2,0,70000.0,0.0,1,0,3,0,169,70,3,1,1
13606,5,1,1950000.0,0.0,1,1,0,1,190,110,3,1,1
13607,2,1,2705500.0,0.0,1,1,3,0,56,70,11,1,1
13608,3,1,1560000.0,0.0,1,1,0,0,257,70,1,1,1
13609,2,0,2685500.0,0.0,1,1,3,0,241,70,5,1,1
13610,3,0,760000.0,0.0,1,0,0,0,241,168,0,1,3
13611,3,1,990000.0,0.0,1,1,0,0,165,242,10,1,1
13612,2,0,2420000.0,0.0,1,1,3,0,145,70,6,1,1
13613,5,1,13593000.0,0.0,1,0,2,0,70,249,1,1,1
13614,2,1,2742000.0,0.0,1,1,3,0,70,65,0,1,1
13615,2,1,3050000.0,0.0,1,1,3,0,84,70,5,1,1
13616,4,1,1553000.0,0.0,1,0,3,1,189,70,31,1,1
13617,5,1,950000.0,0.0,1,1,0,1,27,82,1,1,1
13618,2,0,426500.0,0.0,1,1,3,0,70,127,1,1,1
13619,5,1,940000.0,0.0,1,1,0,1,70,27,2,1,1
13620,3,1,2250000.0,0.0,1,1,0,0,132,70,0,1,1
13621,3,1,2180000.0,0.0,1,1,0,0,240,190,0,1,1
13622,2,0,2967500.0,0.0,1,1,3,0,241,189,11,1,1
13623,3,0,940000.0,0.0,1,0,0,0,70,27,0,1,1
13624,2,0,2734500.0,0.0,1,0,3,0,33,70,19,1,1
13625,5,0,950000.0,0.0,1,1,0,1,240,158,3,1,2
13626,2,1,3407500.0,0.0,1,0,3,0,70,189,27,1,1
13627,2,1,2571500.0,0.0,1,0,3,0,132,189,3,1,1
13628,3,1,1530000.0,0.0,1,1,0,0,145,33,1,1,1
13629,3,0,1470000.0,0.0,1,1,0,0,141,70,0,1,1
13630,3,0,1690000.0,0.0,1,0,0,0,70,122,0,1,1
13631,3,1,1260000.0,0.0,1,0,0,0,263,145,3,1,1
13632,2,0,2752500.0,0.0,1,0,3,0,242,189,6,1,1
13633,2,1,2479500.0,0.0,1,1,3,0,33,70,1,1,1
13634,5,0,8287000.0,500000.0,1,0,2,0,70,249,1,2,2
13635,3,0,798000.0,0.0,1,1,0,0,263,241,0,1,1
13636,2,0,2726000.0,0.0,1,1,3,0,189,70,2,1,1
13637,5,1,1310000.0,0.0,1,0,0,1,70,108,1,1,1
13638,5,1,1000000.0,0.0,1,1,0,1,6,70,1,1,1
13639,3,1,1540000.0,0.0,1,1,0,0,241,56,0,1,1
13640,2,0,896500.0,0.0,1,0,3,0,70,119,1,1,1
13641,3,1,3150000.0,0.0,1,1,0,0,70,115,0,1,1
13642,2,0,1242000.0,0.0,1,0,3,0,70,189,5,1,1
13643,5,0,9289000.0,0.0,1,1,2,0,70,145,0,1,1
13644,3,1,440000.0,0.0,1,1,0,0,145,76,2,1,1
13645,5,1,1690000.0,0.0,1,1,0,1,70,65,12,1,1
13646,3,1,1470000.0,0.0,1,1,0,0,145,141,0,1,1
13647,2,1,3500000.0,0.0,1,1,3,0,70,33,3,1,1
13648,2,0,2577000.0,0.0,1,0,3,0,70,189,47,1,1
13649,2,0,2928000.0,0.0,1,0,3,0,117,189,2,1,1
13650,4,1,365500.0,0.0,1,1,3,1,127,70,2,1,1
13651,3,1,930000.0,0.0,1,1,0,0,115,35,0,1,1
13652,4,0,5912500.0,0.0,1,0,3,1,110,189,26,1,1
13653,4,1,3960500.0,0.0,1,1,3,1,241,70,1,1,2
13654,3,1,570000.0,0.0,1,1,0,0,27,263,2,1,1
13655,3,1,1000000.0,0.0,1,0,0,0,263,27,0,1,1
13656,3,1,1860000.0,0.0,1,1,0,0,137,70,0,1,1
13657,5,0,1135000.0,0.0,1,1,0,1,263,169,8,1,1
13658,3,1,1690000.0,0.0,1,1,0,0,70,65,0,1,1
13659,2,1,975000.0,0.0,1,0,3,0,70,189,8,1,2
13660,5,0,10220000.0,0.0,1,0,2,1,241,70,9,2,2
13661,3,1,3500000.0,0.0,1,1,0,0,190,145,6,1,1
13662,3,0,1520000.0,0.0,1,1,0,0,27,67,0,1,1
13663,2,1,70000.0,0.0,1,0,3,0,70,169,9,1,1
13664,3,0,1220000.0,0.0,1,0,0,0,70,220,1,1,4
13665,2,0,1609500.0,0.0,1,0,3,0,145,140,2,1,1
13666,3,0,1220000.0,0.0,1,1,0,0,70,27,4,1,1
13667,2,0,3125000.0,0.0,1,0,3,0,240,189,1,1,1
13668,3,1,3250000.0,25560.0,1,1,0,0,70,56,0,1,1
13669,2,1,3404000.0,0.0,1,1,3,0,70,241,2,2,3
13670,3,0,1220000.0,0.0,1,0,0,0,55,70,9,1,1
13671,5,0,8100000.0,0.0,1,1,2,0,154,70,2,1,1
13672,5,0,9980000.0,0.0,1,1,2,0,70,60,4,1,1
13673,3,1,1270000.0,0.0,1,1,0,0,27,192,0,1,1
13674,5,1,900000.0,0.0,1,0,0,1,70,213,4,1,1
13675,3,0,590000.0,0.0,1,0,0,0,27,87,0,1,1
13676,3,1,1235000.0,0.0,1,1,0,0,27,82,1,1,1
13677,2,0,1729000.0,0.0,1,0,3,0,70,189,50,1,2
13678,2,1,1635500.0,0.0,1,1,3,0,70,65,2,1,2
13679,4,1,3068500.0,0.0,1,0,3,1,189,70,54,1,3
13680,5,1,10167000.0,0.0,1,1,2,0,189,27,4,1,1
13681,3,0,1200000.0,0.0,1,1,0,0,82,70,1,1,1
13682,3,1,1810000.0,0.0,1,1,0,0,241,27,2,1,2
13683,5,0,9289000.0,0.0,1,0,2,0,70,145,3,1,1
13684,5,1,9100000.0,0.0,1,0,2,1,33,70,0,1,1
13685,2,0,3597000.0,70620.0,1,0,3,0,70,145,19,1,2
13686,3,0,650000.0,0.0,1,0,0,0,263,27,4,1,1
13687,3,1,2520000.0,0.0,1,1,0,0,70,33,9,1,1
13688,2,0,1897500.0,0.0,1,0,3,0,65,70,22,1,2
13689,3,1,2950000.0,0.0,1,0,0,0,14,190,3,1,2
13690,2,1,2090500.0,0.0,1,1,3,0,70,189,0,1,1
13691,2,0,4059000.0,109275.0,1,0,3,0,56,70,9,2,2
13692,4,1,2703000.0,0.0,1,0,3,1,56,27,11,1,1
13693,5,1,4454000.0,8120.0,1,0,2,0,119,189,11,2,5
13694,4,1,6000000.0,0.0,1,1,3,1,165,189,4,1,1
13695,4,0,3443500.0,26685.0,1,0,3,1,189,33,11,1,1
13696,5,1,2575000.0,0.0,1,1,0,1,33,70,1,1,1
13697,3,0,910000.0,0.0,1,0,0,0,145,244,0,1,1
13698,3,1,830000.0,0.0,1,1,0,0,70,110,0,1,1
13699,2,0,1553000.0,0.0,1,0,3,0,70,189,8,1,1
13700,2,0,2436500.0,0.0,1,0,3,0,27,189,16,1,1
13701,2,1,1601500.0,0.0,1,1,3,0,110,70,0,1,1
13702,3,1,770000.0,0.0,1,0,0,0,240,112,0,1,2
13703,2,0,2156500.0,0.0,1,0,3,0,189,169,9,1,2
13704,2,0,489000.0,0.0,1,0,3,0,70,119,1,2,3
13705,3,0,1290000.0,0.0,1,0,0,0,70,69,0,1,1
13706,3,0,1300000.0,0.0,1,1,0,0,117,110,0,1,1
13707,3,0,1335000.0,0.0,1,1,0,0,27,145,3,1,1
13708,5,1,1950000.0,0.0,1,1,0,1,145,70,3,1,2
13709,2,1,3140000.0,0.0,1,1,3,0,169,189,18,2,2
13710,2,1,2734500.0,0.0,1,0,3,0,70,33,5,1,1
13711,5,1,1335000.0,0.0,1,1,0,1,27,145,4,1,1
13712,5,1,2000000.0,0.0,1,0,0,1,145,33,2,1,1
13713,2,0,1496500.0,0.0,1,0,3,0,150,189,7,1,1
13714,2,0,70000.0,0.0,1,1,3,0,169,70,0,1,1
13715,3,0,1220000.0,0.0,1,0,0,0,27,70,0,1,1
13716,5,0,9505000.0,0.0,1,0,2,0,27,189,7,1,1
13717,3,1,1300000.0,0.0,1,1,0,0,153,145,1,1,1
13718,3,0,1290000.0,0.0,1,0,0,0,70,104,3,1,1
13719,3,1,1120000.0,0.0,1,0,0,0,190,70,4,1,1
13720,3,0,1220000.0,0.0,1,1,0,0,70,55,0,1,1
13721,5,0,13592000.0,0.0,1,0,2,0,70,249,1,2,2
13722,3,1,1850000.0,9300.0,1,0,0,0,190,70,1,1,1
13723,2,1,4498500.0,0.0,1,0,3,0,189,56,1,1,1
13724,3,0,1800000.0,0.0,1,1,0,0,20,220,0,1,1
13725,3,1,1000000.0,0.0,1,1,0,0,263,27,5,1,1
13726,5,1,2520000.0,0.0,1,1,0,1,145,70,1,1,1
13727,5,0,8642000.0,0.0,1,1,2,0,33,27,2,1,1
13728,3,0,1885000.0,0.0,1,0,0,0,263,70,1,1,1
13729,3,1,1335000.0,0.0,1,1,0,0,27,145,11,1,1
13730,5,1,9900000.0,0.0,1,1,2,0,70,0,7,1,1
13731,3,0,440000.0,0.0,1,1,0,0,65,15,0,1,1
13732,2,1,4673500.0,0.0,1,0,3,0,65,189,13,1,1
13733,3,0,1800000.0,0.0,1,1,0,0,70,263,1,1,1
13734,2,0,1096000.0,0.0,1,0,3,0,70,189,55,2,3
13735,3,1,1390000.0,0.0,1,1,0,0,241,27,3,1,2
13736,3,1,1220000.0,0.0,1,0,0,0,27,70,16,1,2
13737,3,1,1200000.0,0.0,1,1,0,0,192,70,0,1,1
13738,4,1,3313500.0,0.0,1,1,3,1,189,169,22,1,1
13739,3,1,2575000.0,0.0,1,1,0,0,33,70,1,1,1
13740,5,0,7548000.0,0.0,1,1,2,1,27,70,0,1,1
13741,3,1,900000.0,0.0,1,1,0,0,14,70,0,1,1
13742,2,1,2162000.0,7830.0,1,1,3,0,56,27,10,1,1
13743,3,0,830000.0,0.0,1,0,0,0,70,40,1,1,1
13744,2,0,1286000.0,0.0,1,0,3,0,189,70,10,1,2
13745,3,0,980000.0,0.0,1,1,0,0,240,192,0,1,1
13746,2,0,70000.0,0.0,1,0,3,0,70,169,1,1,1
13747,2,0,70000.0,0.0,1,1,3,0,70,169,8,1,1
13748,3,1,1220000.0,0.0,1,1,0,0,27,70,0,1,1
13749,3,0,1955000.0,0.0,1,1,0,0,119,70,9,1,1
13750,4,1,3407500.0,0.0,1,0,3,1,70,189,3,1,1
13751,2,0,1127500.0,0.0,1,0,3,0,70,189,22,1,2
13752,5,1,42900000.0,50000.0,0,0,1,0,27,206,0,1,1
13753,2,1,635000.0,0.0,1,1,3,0,70,117,6,1,1
13754,2,1,1158500.0,0.0,1,1,3,0,70,263,5,1,1
13755,5,0,10191000.0,0.0,1,0,2,0,70,189,2,1,1
13756,2,1,1242000.0,0.0,1,0,3,0,189,70,26,1,1
13757,3,1,1000000.0,0.0,1,1,0,0,115,233,0,1,1
13758,3,1,2000000.0,0.0,1,1,0,0,115,190,0,1,2
13759,2,1,1635500.0,0.0,1,0,3,0,70,65,2,1,1
13760,3,1,900000.0,0.0,1,1,0,0,254,70,0,1,1
13761,5,1,1460000.0,0.0,1,1,0,1,253,70,0,1,1
13762,2,0,1319000.0,0.0,1,1,3,0,263,70,1,1,1
13763,3,1,1560000.0,26880.0,1,1,0,0,70,257,0,1,1
13764,5,0,9289000.0,0.0,1,0,2,0,145,70,39,1,1
13765,2,1,2943500.0,0.0,1,0,3,0,70,189,2,1,1
13766,3,1,1550000.0,0.0,1,1,0,0,70,72,11,1,1
13767,2,1,70000.0,0.0,1,0,3,0,70,169,3,1,2
13768,3,1,1995000.0,0.0,1,0,0,0,33,145,3,1,1
13769,3,0,2500000.0,0.0,1,1,0,0,145,70,0,1,1
13770,5,0,13030000.0,0.0,1,1,2,0,115,70,1,1,1
13771,2,1,2043000.0,0.0,1,1,3,0,189,70,0,1,1
13772,2,0,1744500.0,0.0,1,1,3,0,189,119,2,2,2
13773,5,0,7827000.0,0.0,1,1,2,1,263,70,2,1,1
13774,3,1,650000.0,0.0,1,0,0,0,263,27,1,1,1
13775,5,0,6758000.0,0.0,1,1,2,0,33,70,0,1,1
13776,4,0,569000.0,0.0,1,0,3,1,251,119,3,1,1
13777,5,1,7650000.0,0.0,1,0,2,0,27,189,15,2,4
13778,2,1,6000000.0,0.0,1,0,3,0,169,189,1,1,1
13779,2,0,70000.0,0.0,1,0,3,0,169,70,4,1,3
13780,4,0,426500.0,0.0,1,1,3,1,70,127,0,1,1
13781,3,1,390000.0,0.0,1,0,0,0,240,169,1,1,2
13782,5,1,12124000.0,0.0,1,1,2,0,70,56,0,1,1
13783,2,1,1186000.0,0.0,1,0,3,0,263,70,24,1,1
13784,2,0,523000.0,0.0,1,1,3,0,77,189,0,1,1
13785,3,1,2520000.0,0.0,1,1,0,0,70,262,0,1,2
13786,2,1,777000.0,0.0,1,1,3,0,33,104,7,1,1
13787,2,1,3470500.0,0.0,1,0,3,0,165,189,38,2,4
13788,5,0,10160000.0,116666.66666666669,1,0,2,0,27,189,18,2,4
13789,3,1,900000.0,0.0,1,0,0,0,70,14,0,1,1
13790,3,1,650000.0,0.0,1,1,0,0,145,246,0,1,1
13791,5,1,10191000.0,0.0,1,1,2,1,189,70,31,1,1
13792,3,1,1080000.0,0.0,1,1,0,0,70,110,5,1,1
13793,5,0,1000000.0,0.0,1,0,0,1,256,145,2,1,1
13794,2,0,2824500.0,0.0,1,0,3,0,189,110,6,2,3
13795,3,1,1220000.0,14520.0,1,1,0,0,27,70,0,1,1
13796,2,0,2457500.0,0.0,1,1,3,0,115,70,5,2,2
13797,5,1,13593000.0,0.0,1,0,2,0,70,249,2,2,6
13798,3,1,1220000.0,0.0,1,1,0,0,27,70,0,1,1
13799,3,1,1100000.0,0.0,1,1,0,0,49,27,4,1,1
13800,2,1,992500.0,0.0,1,1,3,0,65,117,2,1,1
13801,5,1,10000000.0,0.0,1,0,2,0,33,249,1,1,1
13802,3,1,798000.0,0.0,1,1,0,0,263,27,0,1,1
13803,3,1,2170000.0,0.0,1,1,0,0,145,35,0,1,1
13804,2,1,6700000.0,0.0,1,0,3,0,70,189,10,1,2
13805,2,0,3406500.0,0.0,1,0,3,0,70,241,4,2,3
13806,3,1,350000.0,0.0,1,1,0,0,132,241,0,1,1
13807,2,1,70000.0,0.0,1,1,3,0,70,169,6,1,1
13808,3,1,2010000.0,0.0,1,1,0,0,27,8,2,1,1
13809,4,1,3567500.0,0.0,1,0,3,1,70,189,28,1,1
13810,4,0,704000.0,0.0,1,1,3,1,216,70,4,2,2
13811,3,1,1995000.0,0.0,1,1,0,0,33,145,1,1,1
13812,5,0,7940000.0,116666.66666666669,1,1,2,0,15,70,9,1,1
13813,2,0,70000.0,0.0,1,0,3,0,70,169,8,1,1
13814,3,1,2300000.0,0.0,1,1,0,0,34,153,2,1,1
13815,5,0,10167000.0,0.0,1,0,2,0,189,27,25,2,3
13816,3,1,1560000.0,0.0,1,1,0,0,82,70,3,1,1
13817,2,1,1601500.0,0.0,1,1,3,0,70,110,0,1,1
13818,3,1,2300000.0,0.0,1,1,0,0,27,15,1,1,1
13819,2,0,338500.0,0.0,1,1,3,0,165,70,2,1,1
13820,5,1,8287000.0,0.0,1,0,2,0,189,0,12,1,1
13821,2,0,3068500.0,0.0,1,0,3,0,70,189,13,1,1
13822,2,0,2245500.0,0.0,1,0,3,0,189,165,27,1,3
13823,3,1,1220000.0,0.0,1,1,0,0,27,70,2,1,1
13824,3,0,1510000.0,0.0,1,1,0,0,27,110,2,1,1
13825,3,0,813000.0,0.0,1,1,0,0,110,70,0,1,1
13826,3,1,1100000.0,0.0,1,0,0,0,70,151,0,1,1
13827,5,1,12995000.0,0.0,1,1,2,0,249,110,9,1,1
13828,5,0,52000000.0,0.0,0,0,1,0,23,70,28,2,2
13829,3,1,1600000.0,0.0,1,1,0,0,70,97,0,1,2
13830,3,1,1510000.0,0.0,1,1,0,0,190,263,2,1,1
13831,3,0,690000.0,0.0,1,0,0,0,70,14,0,1,1
